dataset,feature,mean_abs_shap
chunk_1,買超第14名分點前3天買均張,0.0364783009902284
chunk_1,買超第10名分點前8天買筆數,0.036465541875691
chunk_2,賣超第11名分點前14天買筆數,0.0364031834490613
chunk_1,買超第7名分點前11天賣筆數,0.0363792790948893
chunk_2,賣超第14名分點前9天買筆數,0.0363467627092619
chunk_2,買超第3名分點前8天賣均價,0.0363171627788437
chunk_2,賣超第14名分點前17天買筆數,0.036221568658375
chunk_1,賣超第13名分點前15天賣張,0.0360378424974098
chunk_2,買超第14名分點前12天券商代號,0.0359554972241069
chunk_2,賣超第5名分點前13天券商代號,0.0359204659706659
chunk_2,賣超第4名分點前12天張增減,0.0359128854185436
chunk_2,買超第3名分點前13天券商代號,0.0358298103352787
chunk_1,賣超第8名分點前14天券商代號,0.0358297638121111
chunk_1,賣超第3名分點前1天買均價,0.0358154838655446
chunk_1,賣超第8名分點前20天券商代號,0.0357552296005146
chunk_1,賣超第9名分點前20天券商代號,0.0357070998647684
chunk_2,賣超第3名分點前17天金額增減(千),0.0355674586936447
chunk_2,賣超第3名分點前1天賣金額(千),0.0355372743020336
chunk_2,賣超第5名分點前2天賣均價,0.0353339832334951
chunk_3,買超第2名分點前4天買均價,0.0352761935727953
chunk_3,買超第13名分點前15天金額增減(千),0.0351607677204962
chunk_3,主力券商_前20天分點進出,0.0350757301302018
chunk_2,賣超第12名分點前18天買均價,0.0350669145294867
chunk_1,買超第7名分點前1天券商代號,0.0349550938405462
chunk_3,買超第5名分點前17天金額增減(千),0.0348554677852192
chunk_3,賣超第14名分點前13天賣均值(千),0.0348492377779731
chunk_2,買超第13名分點前8天買均價,0.0348321287887945
chunk_3,買超第12名分點券商代號,0.0348053938823008
chunk_2,買超第5名分點前1天買均價,0.034722572387359
chunk_2,賣超第10名分點前11天賣均價,0.0347120049293561
chunk_2,賣超第10名分點前14天買筆數,0.0345407440716897
chunk_2,買超第11名分點前4天買筆數,0.0345283279197409
chunk_1,賣超第2名分點前2天賣筆數,0.0344994988645253
chunk_2,賣超第3名分點前10天賣均張,0.0344652961876877
chunk_2,賣超第7名分點前6天券商代號,0.0344502851644423
chunk_3,買超第13名分點前16天張增減,0.0344443202710159
chunk_1,買超第5名分點前18天賣均價,0.0344197911890581
chunk_1,賣超第2名分點前4天券商代號,0.0343540975797112
chunk_1,買超第10名分點前7天買筆數,0.0343332645159177
chunk_1,賣超第11名分點前16天張增減,0.0343084470327361
chunk_2,買超第12名分點前9天券商代號,0.0340881845034288
chunk_1,買超第11名分點前13天賣筆數,0.0340725011050937
chunk_2,買超第13名分點前8天買均張,0.0339818235419789
chunk_3,賣超第7名分點前12天買筆數,0.0339500201278143
chunk_1,賣超第2名分點前17天券商代號,0.0339002629955493
chunk_3,買超第9名分點前8天賣筆數,0.0338984465835294
chunk_1,買超第8名分點前7天券商代號,0.0336950294165794
chunk_2,賣超第11名分點前5天金額增減(千),0.0336593963938694
chunk_2,賣超第2名分點前9天買筆數,0.0335900011033441
chunk_1,賣超第7名分點買均價,0.033586669579075
chunk_2,賣超第12名分點前2天券商代號,0.0335558878948452
chunk_2,賣超第1名分點前16天買筆數,0.0335516611642106
chunk_2,買超第8名分點前13天買均張,0.0335093624838757
chunk_1,買超第12名分點前18天買均價,0.0334450551518864
chunk_2,賣超第7名分點前2天賣筆數,0.0334229591856618
chunk_2,買超第9名分點前15天買均張,0.033323083114616
chunk_2,賣超第10名分點前10天賣均張,0.0332742611196095
chunk_2,買超第8名分點前17天買張,0.0332377516112224
chunk_2,買超第8名分點前11天賣均價,0.0332151519468408
chunk_2,買超第13名分點前18天賣筆數,0.0331966582291079
chunk_2,賣超第14名分點前17天張增減,0.0331839027143418
chunk_3,買超第12名分點前3天賣均價,0.0331770971667972
chunk_1,買超第4名分點前17天買金額(千),0.0330906162846269
chunk_3,買超第9名分點前19天買金額(千),0.0330866999241172
chunk_1,買超第7名分點前7天券商代號,0.0330763401149902
chunk_1,賣超第9名分點前17天賣筆數,0.0330607117785894
chunk_3,賣超第9名分點前17天張增減,0.0330549425570805
chunk_1,主力券商_前6天分點吃貨比(%),0.0329286877988567
chunk_1,賣超第11名分點前8天券商代號,0.0328376323632795
chunk_2,賣超第1名分點前15天金額增減(千),0.032703017716373
chunk_1,主力券商_前8天分點出貨比(%),0.0326647001472559
chunk_2,賣超第10名分點前16天賣筆數,0.0326625172755615
chunk_3,賣超第10名分點前1天買均價,0.0326601084480889
chunk_3,買超第4名分點前8天賣均價,0.0325822972838446
chunk_1,買超第5名分點前4天券商代號,0.0325693840421257
chunk_2,賣超第6名分點前2天賣均價,0.0324768698299362
chunk_2,買超第3名分點前4天買筆數,0.0324305465539907
chunk_2,買超第9名分點前7天券商代號,0.0324142106296898
chunk_2,買超第14名分點前20天券商代號,0.0324018297314276
chunk_2,賣超第6名分點前15天券商代號,0.0323653486242454
chunk_2,賣超第3名分點前16天買均價,0.0323022782861117
chunk_2,買超第9名分點前8天買筆數,0.0322552844156875
chunk_3,個股券商分點區域分析_近1日賣超5分點區域密度,0.0322538212018394
chunk_2,賣超第13名分點前8天買筆數,0.0322125933759269
chunk_2,賣超第1名分點前17天賣筆數,0.032132918195964
chunk_2,買超第9名分點前7天買筆數,0.0320992872138975
chunk_2,賣超第6名分點前12天金額增減(千),0.0320943831313954
chunk_2,買超第15名分點前13天買均張,0.0320830801255101
chunk_2,買超第4名分點前19天券商代號,0.0320803588235246
chunk_2,賣超第3名分點前9天賣均價,0.0320214007473364
chunk_2,賣超第4名分點前15天買筆數,0.0320109064223096
chunk_1,買超第15名分點前13天券商代號,0.0319568965794441
chunk_1,季IFRS財報_稅後資產報酬率累季(%),0.0319040811809016
chunk_2,買超第7名分點前15天金額增減(千),0.0318957468764758
chunk_2,賣超第5名分點前18天賣均值(千),0.0318858234621464
chunk_2,買超第14名分點前11天券商代號,0.031885018220762
chunk_1,季IFRS財報_運用資本對資產總額比率(%),0.0318755898002968
chunk_2,買超第2名分點前8天賣均價,0.0318086273189089
chunk_1,技術指標_RSI(10),0.0317968884934775
chunk_2,買超第3名分點前9天買金額(千),0.0317554046796927
chunk_1,賣超第12名分點前4天賣均值(千),0.0317520718409039
chunk_3,買超第13名分點買筆數,0.0315674285233516
chunk_1,賣超第13名分點前15天買筆數,0.0314519995302912
chunk_1,賣超第14名分點前13天賣均張,0.0313460927019811
chunk_3,買超第2名分點前3天賣均價,0.0312910695722501
chunk_2,賣超第13名分點前7天買筆數,0.0312746559874469
chunk_2,賣超第10名分點前15天賣筆數,0.0312385624332612
chunk_2,賣超第14名分點前5天買筆數,0.0312251586699051
chunk_1,買超第9名分點前9天買筆數,0.0311618576666267
chunk_2,賣超第11名分點前4天賣均值(千),0.031136693360147
chunk_1,賣超第13名分點前9天券商代號,0.0311142930313033
chunk_2,買超第9名分點前1天買均價,0.0310901393045658
chunk_2,賣超第10名分點前20天券商代號,0.0310731820186309
chunk_3,買超第3名分點前11天賣均價,0.0310720444656554
chunk_2,賣超第15名分點前11天券商代號,0.0310395811299166
chunk_2,個股券商分點區域分析_近5日賣超2分點區域密度,0.0309632355308776
chunk_2,買超第1名分點前9天買筆數,0.0307091523687297
chunk_2,賣超第11名分點前8天買筆數,0.0306169846451204
chunk_1,技術指標_季RSI(10),0.0304876197416333
chunk_3,買超第9名分點前18天買均價,0.0303663994295471
chunk_1,賣超第3名分點前19天買均價,0.030261654721896
chunk_2,買超第9名分點前5天買筆數,0.0302613520044574
chunk_2,賣超第13名分點前12天券商代號,0.0302607864479938
chunk_3,買超第1名分點前9天賣筆數,0.0301079508922126
chunk_1,賣超第15名分點前2天券商代號,0.0300951123026643
chunk_1,賣超第7名分點前2天券商代號,0.0300857822452603
chunk_2,賣超第13名分點前6天券商代號,0.0300459601368017
chunk_3,賣超第4名分點前18天賣均值(千),0.0299825363734959
chunk_1,買超第9名分點前20天買筆數,0.0298840470656941
chunk_1,買超第5名分點前10天券商代號,0.0298697622168114
chunk_2,買超第10名分點前2天券商代號,0.029848042606224
chunk_3,賣超第10名分點前2天賣均價,0.0298342386393271
chunk_2,買超第9名分點前20天買張,0.0298149199826199
chunk_1,買超第9名分點前18天買筆數,0.0297424884623963
chunk_1,買超第12名分點前4天金額增減(千),0.0296603845658717
chunk_1,買超第4名分點前1天買筆數,0.0295460991629863
chunk_1,賣超第13名分點前5天券商代號,0.029541879164635
chunk_3,賣超第9名分點前9天賣均張,0.0295204120782293
chunk_1,賣超第10名分點前3天賣筆數,0.0294934051474762
chunk_3,買超第7名分點前12天張增減,0.0294877663554178
chunk_2,官股券商_賣均值(千),0.0294798737880393
chunk_2,買超第12名分點前7天券商代號,0.0294628841877264
chunk_3,買超第11名分點前12天賣均價,0.0294263649395206
chunk_3,買超第11名分點前11天券商代號,0.0294132198313525
chunk_1,買超第5名分點前5天券商代號,0.0292966208122587
chunk_2,賣超第15名分點前6天賣均張,0.0292917894571578
chunk_2,賣超第12名分點前11天券商代號,0.029276003667234
chunk_1,個股券商分點區域分析_近20日成交5公司區域密度,0.029194168143878
chunk_1,買超第12名分點前16天張增減,0.0291403108965297
chunk_3,買超第9名分點前12天券商代號,0.0289825711002936
chunk_1,買超第6名分點前2天買筆數,0.0289761115842654
chunk_2,買超第12名分點前14天買筆數,0.0289233436384539
chunk_3,買超第10名分點前18天買均價,0.0288589569447405
chunk_3,買超第14名分點前1天金額增減(千),0.0288447477677921
chunk_2,賣超第10名分點前17天賣均值(千),0.0288209371465558
chunk_2,賣超第12名分點前11天賣均張,0.0288081548590923
chunk_2,買超第1名分點前6天賣均價,0.0287968900389085
chunk_1,買超第13名分點前14天金額增減(千),0.0287746375240115
chunk_2,賣超第5名分點前19天張增減,0.0287605342457627
chunk_2,買超第8名分點前9天賣均價,0.0287337418796932
chunk_2,買超第9名分點前10天賣筆數,0.0287283563674872
chunk_3,買超第10名分點前9天金額增減(千),0.0285098209329212
chunk_2,賣超第1名分點前9天買均張,0.0284260897019297
chunk_2,賣超第12名分點前15天金額增減(千),0.0283275513910371
chunk_2,賣超第12名分點前4天券商代號,0.0283241866857359
chunk_1,買超第3名分點券商代號,0.0282620985738314
chunk_2,主力券商_前20天分點出貨比(%),0.0282458461560184
chunk_2,賣超第8名分點前13天賣均價,0.0282201259352315
chunk_3,買超第3名分點前7天賣均價,0.0282068585047082
chunk_2,買超第4名分點前5天賣均價,0.0281693749442726
chunk_3,賣超第12名分點前10天賣張,0.0281339706204776
chunk_1,買超第3名分點前16天券商代號,0.0281227000117673
chunk_3,賣超第9名分點前2天賣均價,0.0280669130298002
chunk_1,個股券商分點區域分析_近60日成交2分點區域密度,0.0279752147000237
chunk_2,買超第6名分點前17天金額增減(千),0.0279556148810718
chunk_2,買超第10名分點前14天賣筆數,0.0278939666448588
chunk_2,買超第9名分點前14天賣均價,0.0278519228253872
chunk_3,賣超第9名分點前7天券商代號,0.027833509458304
chunk_2,買超第2名分點前19天賣張,0.0277546472836757
chunk_1,賣超第11名分點前1天賣均價,0.0276905012696048
chunk_2,買超第4名分點前1天買均價,0.0276794740751776
chunk_2,賣超第12名分點前11天買筆數,0.0276671732705841
chunk_3,買超第6名分點賣均價,0.027639693016597
chunk_3,買超第13名分點前2天買均張,0.027631152207283
chunk_1,賣超第11名分點券商代號,0.0276222115399754
chunk_1,買超第3名分點前17天買筆數,0.027570754457926
chunk_3,賣超第3名分點前11天買筆數,0.0274568399563598
chunk_2,賣超第9名分點前15天賣均值(千),0.0274414919349438
chunk_2,賣超第8名分點前3天買均價,0.0273687205610589
chunk_1,賣超第4名分點前7天賣張,0.0273153725405912
chunk_2,賣超第11名分點前2天買均價,0.0273140116944889
chunk_3,買超第4名分點前15天買張,0.0272825404678405
chunk_1,買超第7名分點前11天買筆數,0.0272563620628521
chunk_2,賣超第7名分點前17天賣金額(千),0.0272494914088656
chunk_2,買超第5名分點前17天賣均價,0.0271921087966777
chunk_2,賣超第1名分點前4天買筆數,0.0271658830183412
chunk_2,買超第7名分點前7天買筆數,0.027127767961365
chunk_2,買超第1名分點前12天買張,0.0270820878499773
chunk_2,賣超第14名分點前12天券商代號,0.0270402249438102
chunk_2,買超第14名分點前6天券商代號,0.0269509468068355
chunk_1,買超第2名分點前17天賣筆數,0.0269296670524417
chunk_3,賣超第7名分點前6天賣均價,0.0269261311144417
chunk_3,賣超第3名分點前5天券商代號,0.0268423520309742
chunk_2,買超第7名分點前9天券商代號,0.0267865548405628
chunk_3,買超第12名分點前2天券商代號,0.0267267748909947
chunk_1,賣超第1名分點前8天券商代號,0.026698669849222
chunk_3,賣超第3名分點前1天買筆數,0.0266913760784703
chunk_3,賣超第12名分點前3天賣均價,0.0266810339962172
chunk_1,賣超第5名分點前17天買筆數,0.0266693453315877
chunk_3,賣超第6名分點前4天買均價,0.0265910040354827
chunk_2,賣超第6名分點前17天賣筆數,0.0265823665441791
chunk_1,賣超第1名分點前2天金額增減(千),0.0265734086935452
chunk_2,賣超第14名分點前17天金額增減(千),0.026565247818228
chunk_2,買超第3名分點前5天券商代號,0.0265530335541283
chunk_1,買超第7名分點前4天買筆數,0.0265415912000185
chunk_2,賣超第12名分點前18天買筆數,0.0264969876514995
chunk_2,賣超第6名分點前1天賣均值(千),0.0264947286676776
chunk_2,賣超第13名分點前1天賣筆數,0.026489168031707
chunk_1,賣超第15名分點前20天賣筆數,0.0264851026123957
chunk_2,買超第3名分點前10天買筆數,0.0264330662629885
chunk_2,賣超第4名分點前16天券商代號,0.026384041179328
chunk_1,技術指標_D(9),0.0263593905031879
chunk_3,買超第13名分點前7天券商代號,0.0263558031079995
chunk_2,賣超第9名分點前7天買筆數,0.0262235200320562
chunk_3,買超第14名分點前7天券商代號,0.0260853119879498
chunk_2,買超第5名分點前17天買筆數,0.0260479557684618
chunk_1,賣超第2名分點前14天賣筆數,0.0260341860994196
chunk_3,賣超第13名分點前17天賣均張,0.0259644260688051
chunk_2,賣超第14名分點前18天賣筆數,0.0259217736732197
chunk_1,外資券商_前3天分點出貨比(%),0.025915933043913
chunk_3,買超第15名分點前4天券商代號,0.0259000653922978
chunk_3,買超第4名分點前6天買均價,0.0258752768216046
chunk_1,買超第6名分點前10天券商代號,0.0258122335631491
chunk_1,賣超第7名分點賣均值(千),0.0257209117525347
chunk_1,買超第8名分點前6天券商代號,0.025688366638588
chunk_1,買超第15名分點前3天買筆數,0.0256673069260854
chunk_3,賣超第8名分點前2天賣均價,0.0256626368212949
chunk_1,賣超第3名分點前4天買均價,0.0256594677179194
chunk_3,買超第13名分點前10天券商代號,0.025503801500813
chunk_1,買超第5名分點前8天買筆數,0.0254696614186692
chunk_3,買超第9名分點前1天賣均價,0.0254504051965046
chunk_3,賣超第10名分點前2天買張,0.0253826211938147
chunk_3,買超第13名分點前20天買金額(千),0.0253766904725983
chunk_2,買超第3名分點前8天券商代號,0.0253491458210551
chunk_2,賣超第1名分點前7天賣均張,0.025273943210076
chunk_3,買超第15名分點前8天買均值(千),0.0252229665329094
chunk_2,賣超第14名分點前8天券商代號,0.0251930699674922
chunk_1,賣超第11名分點前11天賣筆數,0.0251724750592909
chunk_2,賣超第7名分點前7天買筆數,0.0251610849582674
chunk_2,賣超第14名分點前9天賣均值(千),0.0251512632447077
chunk_3,主力券商_前7天分點買賣力,0.0250796312756746
chunk_3,賣超第4名分點前12天買均張,0.0250248567209016
chunk_3,買超第13名分點前15天買金額(千),0.0250212437772204
chunk_2,賣超第5名分點前18天賣筆數,0.0250210312808722
chunk_3,買超第4名分點前18天券商代號,0.0250195001684018
chunk_2,賣超第14名分點前17天買張,0.0249800089202035
chunk_1,個股主力買賣超統計_近60日主力買賣超(%),0.0249467339486246
chunk_3,買超第15名分點前4天買筆數,0.0249137640973344
chunk_2,賣超第2名分點前10天賣張,0.0248529297614179
chunk_2,買超第9名分點前20天買均價,0.0248056863074148
chunk_3,買超第9名分點前2天買均價,0.0247533460485724
chunk_3,賣超第15名分點前10天賣均張,0.0247120273516986
chunk_2,賣超第11名分點前11天買筆數,0.0246486226936823
chunk_2,買超第7名分點前9天買均價,0.0246064493070754
chunk_3,買超第14名分點前18天賣筆數,0.0245550920757682
chunk_2,買超第10名分點前8天賣筆數,0.0245171211152266
chunk_2,賣超第9名分點前9天券商代號,0.0245123828702515
chunk_3,賣超第2名分點前14天賣均值(千),0.0244160008333245
chunk_1,買超第3名分點前6天券商代號,0.0244141360078229
chunk_1,買超第5名分點前15天買筆數,0.0244116039325445
chunk_3,賣超第8名分點前3天賣均值(千),0.0244016051821332
chunk_2,賣超第14名分點前14天賣均張,0.0243826231295429
chunk_3,買超第15名分點前14天券商代號,0.0243125992306104
chunk_1,賣超第12名分點前20天賣筆數,0.0243077603051194
chunk_3,買超第6名分點前12天賣均張,0.024306397544825
chunk_1,買超第12名分點前1天券商代號,0.0242927086764308
chunk_2,個股券商分點區域分析_近20日買超2分點區域密度,0.0242481484503439
chunk_1,賣超第10名分點前14天賣均張,0.0242440409542631
chunk_2,賣超第8名分點前3天賣均張,0.0242107182893117
chunk_1,主力券商_前19天分點出貨比(%),0.0241831951541709
chunk_2,買超第14名分點前5天買均價,0.0241727884091278
chunk_2,賣超第7名分點前17天買均價,0.024172468675182
chunk_1,賣超第11名分點前20天買筆數,0.0240659798150972
chunk_2,買超第13名分點金額增減(千),0.0238903171300471
chunk_1,賣超第11名分點前3天券商代號,0.0238662686755281
chunk_3,賣超第6名分點前3天金額增減(千),0.0238638949290036
chunk_1,買超第1名分點前2天買筆數,0.0238485433046313
chunk_2,賣超第12名分點前18天券商代號,0.0238354784565754
chunk_1,買超第13名分點前2天張增減,0.0237520777889644
chunk_2,賣超第12名分點前15天買筆數,0.0237496422609411
chunk_2,買超第14名分點前2天券商代號,0.0236728719267228
chunk_1,買超第3名分點前4天賣均價,0.0236370279305683
chunk_2,買超第6名分點前19天買筆數,0.0236069734647377
chunk_1,賣超第6名分點前16天賣張,0.0235884186048935
chunk_2,買超第1名分點前15天賣筆數,0.0235632624173645
chunk_2,賣超第5名分點前18天買筆數,0.0235477643199351
chunk_2,買超第14名分點前10天券商代號,0.0235427137098709
chunk_2,賣超第8名分點前9天買筆數,0.0234775654211583
chunk_2,賣超第9名分點前15天賣筆數,0.0234619662997374
chunk_1,個股券商分點區域分析_近60日成交5分點區域密度,0.0234454492402557
chunk_3,賣超第6名分點前14天買筆數,0.0233996004584017
chunk_2,賣超第13名分點前6天買筆數,0.0233552950133887
chunk_3,買超第3名分點前13天金額增減(千),0.0233079121538899
chunk_1,外資券商_前1天分點吃貨比(%),0.0232756912583868
chunk_3,買超第8名分點前19天賣均價,0.0232677284424221
chunk_3,賣超第9名分點前16天賣張,0.0231440305249823
chunk_2,買超第14名分點前3天買均值(千),0.0231401250541681
chunk_2,賣超第14名分點前11天賣均值(千),0.0230741046682277
chunk_2,買超第6名分點前11天買筆數,0.0230685839113931
chunk_2,賣超第8名分點前9天券商代號,0.0230375891136659
chunk_3,買超第7名分點前2天買均價,0.0229970923511727
chunk_2,賣超第1名分點前4天買均值(千),0.0229948315322849
chunk_3,賣超第6名分點前3天賣筆數,0.0229812329104264
chunk_2,買超第1名分點前4天買金額(千),0.0229353140695222
chunk_2,買超第5名分點前15天買均值(千),0.0229070978009861
chunk_1,外資券商_前12天分點吃貨比(%),0.0228835081334428
chunk_2,賣超第5名分點前9天賣筆數,0.0228482356679613
chunk_1,賣超第7名分點券商代號,0.0227962012938389
chunk_3,買超第12名分點前20天券商代號,0.0227808950509255
chunk_2,賣超第14名分點前15天券商代號,0.0226976652349337
chunk_2,買超第14名分點前12天賣筆數,0.0226476482545664
chunk_2,外資券商_前8天分點出貨比(%),0.0226205669086472
chunk_2,買超第12名分點前11天券商代號,0.0226040727128567
chunk_2,賣超第3名分點前9天券商代號,0.0225673087797958
chunk_1,買超第12名分點前5天賣筆數,0.0225480166344454
chunk_3,賣超第15名分點前11天賣均價,0.0225222752675767
chunk_2,買超第14名分點前14天賣筆數,0.0224746080735642
chunk_1,買超第15名分點前15天金額增減(千),0.0224598610717541
chunk_2,買超第9名分點前11天買筆數,0.0224446681314479
chunk_2,買超第4名分點前5天買金額(千),0.0223641322915489
chunk_2,買超第4名分點前9天賣筆數,0.0223073790299207
chunk_1,賣超第6名分點前3天買均價,0.0222488995926558
chunk_2,賣超第9名分點賣均張,0.0222176633363417
chunk_3,賣超第6名分點前3天賣均價,0.0222153881378747
chunk_1,賣超第3名分點前4天券商代號,0.0221905534382397
chunk_1,買超第12名分點前14天買均價,0.0220781014509929
chunk_3,買超第5名分點前13天賣筆數,0.0220751616974184
chunk_1,賣超第6名分點前5天券商代號,0.0220066356323755
chunk_3,賣超第8名分點前2天買均價,0.0219194869359664
chunk_3,賣超第1名分點前13天買筆數,0.0218365517350251
chunk_2,買超第13名分點前1天買筆數,0.0218345522027503
chunk_2,買超第3名分點前18天張增減,0.0217766129843476
chunk_2,買超第3名分點前13天買金額(千),0.0217636283036694
chunk_1,賣超第4名分點券商代號,0.0217267038065155
chunk_2,個股前6天成交量,0.0217229451814353
chunk_2,買超第1名分點前16天賣筆數,0.0216229183774798
chunk_1,買超第14名分點前6天金額增減(千),0.0215941051989467
chunk_2,賣超第9名分點前19天買筆數,0.0215683399869823
chunk_1,買超第7名分點前20天券商代號,0.0215215679817101
chunk_2,賣超第1名分點前17天買均張,0.0214467327693372
chunk_2,賣超第14名分點前3天賣均值(千),0.021439800276741
chunk_3,買超第6名分點前3天買筆數,0.0214298946917723
chunk_3,買超第8名分點前6天買均張,0.021428858688257
chunk_3,賣超第12名分點前12天券商代號,0.0214119113338057
chunk_3,賣超第4名分點前12天賣金額(千),0.0213996524643167
chunk_2,買超第2名分點賣筆數,0.0213386272122676
chunk_3,買超第10名分點前12天賣均價,0.021331285654038
chunk_2,賣超第14名分點前12天買筆數,0.0213303966182817
chunk_2,外資券商_前8天分點吃貨比(%),0.0213015992714484
chunk_3,買超第10名分點前15天賣筆數,0.021284374671797
chunk_3,買超第7名分點前19天買均值(千),0.0212499655740122
chunk_1,買超第11名分點前10天賣均價,0.0212220454137821
chunk_3,買超第4名分點前13天買金額(千),0.0212096123177369
chunk_1,賣超第13名分點前16天券商代號,0.021200949344105
chunk_2,主力券商_前20天分點買賣力,0.0211035251953331
chunk_3,買超第7名分點前16天金額增減(千),0.0210942464063504
chunk_1,賣超第12名分點前1天賣筆數,0.0210053470548751
chunk_2,買超第6名分點前9天賣均價,0.0209714828258847
chunk_2,買超第8名分點前6天買均值(千),0.0209273428570732
chunk_3,買超第13名分點前10天賣筆數,0.0208745062089509
chunk_2,賣超第1名分點前11天買均張,0.0208722395818882
chunk_2,買超第12名分點前9天買均值(千),0.0208301862369667
chunk_1,賣超第14名分點前18天賣均價,0.0208218928754766
chunk_2,賣超第14名分點前11天券商代號,0.0207928317063022
chunk_3,買超第1名分點前5天金額增減(千),0.02078829245038
chunk_1,買超第13名分點前9天買筆數,0.0207841272282566
chunk_2,賣超第3名分點前13天賣均張,0.0207819030874512
chunk_3,主力券商_前16天分點買賣力,0.0207514944744945
chunk_3,買超第9名分點賣均價,0.0207507687187001
chunk_2,賣超第7名分點前11天券商代號,0.0207470361313277
chunk_2,買超第9名分點前7天張增減,0.020742465178947
chunk_2,賣超第11名分點前12天買筆數,0.0207312798005172
chunk_3,買超第5名分點前6天買均價,0.0206458568592692
chunk_3,賣超第1名分點前9天買均價,0.0206234525653253
chunk_2,買超第3名分點前19天買筆數,0.0205752806843043
chunk_2,季IFRS財報_總資產成長率(%),0.0205575632230964
chunk_2,賣超第10名分點前12天賣筆數,0.0204926589516768
chunk_2,賣超第12名分點前1天買筆數,0.020488548685554
chunk_2,賣超第8名分點前18天賣均張,0.0204707592007867
chunk_3,買超第1名分點買均張,0.0204585345553755
chunk_2,賣超第9名分點前6天買筆數,0.0204135441783862
chunk_3,賣超第6名分點前6天賣均價,0.0203570088915509
chunk_3,賣超第2名分點前8天買均價,0.0203236412576891
chunk_1,賣超第4名分點前17天賣張,0.0203230524634634
chunk_3,賣超第8名分點前17天張增減,0.0203183988582827
chunk_3,賣超第11名分點前2天券商代號,0.0203107182191338
chunk_3,買超第2名分點前6天買均價,0.0203098723786689
chunk_2,買超第7名分點前11天金額增減(千),0.0202854657121669
chunk_1,賣超第5名分點前3天券商代號,0.0202262844560891
chunk_3,賣超第12名分點前7天賣張,0.0202186633786958
chunk_3,賣超第14名分點賣筆數,0.0201404699358387
chunk_2,買超第10名分點前10天券商代號,0.0201160499386712
chunk_2,買超第2名分點前8天賣筆數,0.0201027084730507
chunk_2,買超第8名分點前14天買筆數,0.0200417349140905
chunk_3,買超第1名分點賣筆數,0.0200026386168903
chunk_2,賣超第15名分點前11天買筆數,0.0199350418633221
chunk_1,賣超第5名分點前2天券商代號,0.0198830501019759
chunk_2,賣超第13名分點前10天券商代號,0.0198136894694312
chunk_3,買超第12名分點前10天券商代號,0.0197925229209341
chunk_1,買超第13名分點券商代號,0.0197796494799501
chunk_3,買超第12名分點前19天賣筆數,0.019747958704308
chunk_3,買超第2名分點前18天買均張,0.0197343141264886
chunk_1,買超第10名分點前12天張增減,0.0196477258091275
chunk_2,買超第7名分點買均值(千),0.0195557029748012
chunk_3,賣超第14名分點前13天買均價,0.0195535172047339
chunk_3,賣超第1名分點前5天賣均張,0.0195523072217246
chunk_3,賣超第1名分點前14天賣均值(千),0.0195244233023667
chunk_3,買超第2名分點前6天賣均值(千),0.0195222026723316
chunk_2,買超第4名分點前8天賣筆數,0.0194928631056345
chunk_2,買超第4名分點前3天金額增減(千),0.0193302096665302
chunk_2,買超第6名分點前14天買張,0.0193035457171402
chunk_2,買超第12名分點前5天賣均價,0.019284678963776
chunk_3,賣超第12名分點前8天賣均值(千),0.0192539293439595
chunk_2,買超第8名分點前12天券商代號,0.0192360018866928
chunk_2,個股20天成交量波動度,0.0191955475922065
chunk_3,賣超第15名分點前19天賣均張,0.0191528800158279
chunk_3,買超第4名分點前14天券商代號,0.0191500958617123
chunk_1,賣超第15名分點前20天券商代號,0.0191046990476487
chunk_2,賣超第13名分點前6天賣筆數,0.0190630063827195
chunk_3,買超第7名分點前5天買筆數,0.0190411918201785
chunk_3,買超第15名分點前4天賣均值(千),0.0190103015730418
chunk_2,賣超第6名分點前11天券商代號,0.01899935740427
chunk_2,賣超第10名分點前2天賣筆數,0.018836283533101
chunk_2,買超第14名分點前13天買均價,0.0187514741061566
chunk_2,買超第11名分點前11天賣均價,0.0186665178181742
chunk_1,賣超第9名分點前18天券商代號,0.0186384158826948
chunk_2,買超第9名分點券商代號,0.0186370725148475
chunk_2,賣超第10名分點前16天券商代號,0.018612248518497
chunk_1,買超第14名分點前12天金額增減(千),0.0185049107064735
chunk_3,買超第10名分點前2天買均價,0.0184199828823768
chunk_3,買超第5名分點前12天買均張,0.0183430128262639
chunk_3,賣超第8名分點前16天賣張,0.0183366399718908
chunk_3,買超第15名分點前11天買張,0.018332834086735
chunk_3,賣超第8名分點前19天券商代號,0.0183326103949853
chunk_3,買超第13名分點前1天券商代號,0.0183317176289687
chunk_2,買超第4名分點前15天賣筆數,0.0182797115632265
chunk_3,買超第14名分點前2天買筆數,0.0182468340152636
chunk_3,賣超第5名分點前16天張增減,0.0181842651476763
chunk_3,買超第10名分點買均值(千),0.0181655746184635
chunk_2,賣超第2名分點前4天買筆數,0.0181263842612686
chunk_3,買超第5名分點前18天買筆數,0.0181251245242541
chunk_2,賣超第13名分點前9天買筆數,0.0181165442857664
chunk_2,買超第5名分點前2天券商代號,0.0181027330909633
chunk_2,買超第8名分點買筆數,0.0180824013710457
chunk_2,買超第10名分點前6天賣均價,0.0180179528038705
chunk_2,賣超第9名分點前2天買均價,0.017931431325569
chunk_2,賣超第14名分點前14天券商代號,0.0179007032327263
